55.944425 -3.188396 SE,55.944212867965646,-3.1881838679656442,73.26874542236328,270.9655075073242
55.944212867965646 -3.1881838679656442 NNW,55.9444900318254,-3.1882986729953537,73.26874542236328,269.7155075073242
55.9444900318254 -3.1882986729953537 SE,55.94427789979105,-3.188086540960998,73.26874542236328,268.4655075073242
55.94427789979105 -3.188086540960998 ESE,55.944163094761336,-3.1878093771012446,73.26874542236328,267.2155075073242
55.944163094761336 -3.1878093771012446 SSE,55.94388593090158,-3.187694572071535,73.26874542236328,265.9655075073242
55.94388593090158 -3.187694572071535 SW,55.94367379886722,-3.187906704105891,73.26874542236328,264.7155075073242
55.94367379886722 -3.187906704105891 E,55.94367379886722,-3.1876067041058906,73.26874542236328,263.4655075073242
55.94367379886722 -3.1876067041058906 W,55.94367379886722,-3.187906704105891,73.26874542236328,262.2155075073242
55.94367379886722 -3.187906704105891 WSW,55.94355899383751,-3.1881838679656442,73.26874542236328,260.9655075073242
55.94355899383751 -3.1881838679656442 SE,55.94334686180316,-3.1879717359312885,73.26874542236328,259.7155075073242
55.94334686180316 -3.1879717359312885 N,55.94364686180316,-3.1879717359312885,73.26874542236328,258.4655075073242
55.94364686180316 -3.1879717359312885 NNW,55.943924025662916,-3.188086540960998,73.26874542236328,257.2155075073242
55.943924025662916 -3.188086540960998 NE,55.94413615769727,-3.187874408926642,73.26874542236328,255.96550750732422
55.94413615769727 -3.187874408926642 SW,55.943924025662916,-3.188086540960998,73.26874542236328,254.71550750732422
55.943924025662916 -3.188086540960998 SE,55.94371189362856,-3.187874408926642,73.26874542236328,253.46550750732422
55.94371189362856 -3.187874408926642 ENE,55.94382669865827,-3.187597245066889,73.26874542236328,252.21550750732422
55.94382669865827 -3.187597245066889 SSW,55.943549534798514,-3.1877120500965983,73.26874542236328,250.96550750732422
55.943549534798514 -3.1877120500965983 SSW,55.94327237093876,-3.187826855126308,73.26874542236328,249.71550750732422
55.94327237093876 -3.187826855126308 ESE,55.94315756590905,-3.1875496912665544,73.26874542236328,248.46550750732422
55.94315756590905 -3.1875496912665544 SE,55.94294543387469,-3.1873375592321986,73.26874542236328,247.21550750732422
55.94294543387469 -3.1873375592321986 W,55.94294543387469,-3.187637559232199,73.26874542236328,245.96550750732422
55.94294543387469 -3.187637559232199 S,55.94264543387469,-3.187637559232199,73.26874542236328,244.71550750732422
55.94264543387469 -3.187637559232199 NW,55.942857565909044,-3.1878496912665546,73.26874542236328,243.46550750732422
55.942857565909044 -3.1878496912665546 SW,55.94264543387469,-3.1880618233009104,73.26874542236328,242.21550750732422
55.94264543387469 -3.1880618233009104 WNW,55.9427602389044,-3.1883389871606638,73.26874542236328,240.96550750732422
55.9427602389044 -3.1883389871606638 NE,55.942972370938755,-3.188126855126308,73.26874542236328,239.71550750732422
55.942972370938755 -3.188126855126308 ENE,55.943087175968465,-3.1878496912665546,73.26874542236328,238.46550750732422
55.943087175968465 -3.1878496912665546 W,55.943087175968465,-3.188149691266555,73.26874542236328,237.21550750732422
55.943087175968465 -3.188149691266555 ENE,55.943201980998175,-3.1878725274068014,73.26874542236328,235.96550750732422
55.943201980998175 -3.1878725274068014 SE,55.94298984896382,-3.1876603953724456,73.26874542236328,234.71550750732422
55.94298984896382 -3.1876603953724456 ESE,55.94287504393411,-3.187383231512692,73.26874542236328,233.46550750732422
55.94287504393411 -3.187383231512692 NE,55.943087175968465,-3.1871710994783364,73.26874542236328,232.21550750732422
55.943087175968465 -3.1871710994783364 ENE,55.943201980998175,-3.186893935618583,125.99253463745117,300.07837677001953
55.943201980998175 -3.186893935618583 SSW,55.94292481713842,-3.1870087406482925,125.99253463745117,298.82837677001953
55.94292481713842 -3.1870087406482925 S,55.942624817138416,-3.1870087406482925,125.99253463745117,297.57837677001953
55.942624817138416 -3.1870087406482925 N,55.94292481713842,-3.1870087406482925,125.99253463745117,296.32837677001953
55.94292481713842 -3.1870087406482925 E,55.94292481713842,-3.1867087406482923,125.99253463745117,295.07837677001953
55.94292481713842 -3.1867087406482923 SE,55.94271268510406,-3.1864966086139366,147.80816841125488,335.784725189209
55.94271268510406 -3.1864966086139366 W,55.94271268510406,-3.1867966086139368,147.80816841125488,334.534725189209
55.94271268510406 -3.1867966086139368 N,55.943012685104065,-3.1867966086139368,147.80816841125488,333.284725189209
55.943012685104065 -3.1867966086139368 W,55.943012685104065,-3.187096608613937,147.80816841125488,332.034725189209
55.943012685104065 -3.187096608613937 SSE,55.94273552124431,-3.1869818035842274,147.80816841125488,330.784725189209
55.94273552124431 -3.1869818035842274 NE,55.942947653278665,-3.1867696715498717,147.80816841125488,329.534725189209
55.942947653278665 -3.1867696715498717 N,55.94324765327867,-3.1867696715498717,147.80816841125488,328.284725189209
55.94324765327867 -3.1867696715498717 S,55.942947653278665,-3.1867696715498717,147.80816841125488,327.034725189209
55.942947653278665 -3.1867696715498717 NNW,55.94322481713842,-3.186884476579581,147.80816841125488,325.784725189209
55.94322481713842 -3.186884476579581 SE,55.943012685104065,-3.1866723445452254,147.80816841125488,324.534725189209
55.943012685104065 -3.1866723445452254 N,55.94331268510407,-3.1866723445452254,147.80816841125488,323.284725189209
55.94331268510407 -3.1866723445452254 S,55.943012685104065,-3.1866723445452254,147.80816841125488,322.034725189209
55.943012685104065 -3.1866723445452254 WNW,55.943127490133776,-3.186949508404979,147.80816841125488,320.784725189209
55.943127490133776 -3.186949508404979 W,55.943127490133776,-3.187249508404979,147.80816841125488,319.534725189209
55.943127490133776 -3.187249508404979 SE,55.94291535809942,-3.1870373763706232,147.80816841125488,318.284725189209
