55.944425 -3.188396 SSE,55.944147836140246,-3.1882811949702905,0.0,248.75
55.944147836140246 -3.1882811949702905 SW,55.94393570410589,-3.1884933270046463,0.0,247.5
55.94393570410589 -3.1884933270046463 E,55.94393570410589,-3.188193327004646,0.0,246.25
55.94393570410589 -3.188193327004646 W,55.94393570410589,-3.1884933270046463,0.0,245.0
55.94393570410589 -3.1884933270046463 WSW,55.94382089907618,-3.1887704908643997,0.0,243.75
55.94382089907618 -3.1887704908643997 SE,55.94360876704182,-3.188558358830044,0.0,242.5
55.94360876704182 -3.188558358830044 N,55.943908767041826,-3.188558358830044,0.0,241.25
55.943908767041826 -3.188558358830044 NNW,55.94418593090158,-3.1886731638597534,0.0,240.0
55.94418593090158 -3.1886731638597534 NNW,55.94446309476134,-3.188787968889463,30.592527389526367,323.3163604736328
55.94446309476134 -3.188787968889463 NE,55.944675226795695,-3.188575836855107,30.592527389526367,322.0663604736328
55.944675226795695 -3.188575836855107 ENE,55.944790031825406,-3.1882986729953537,137.391996383667,394.1902542114258
55.944790031825406 -3.1882986729953537 SW,55.94457789979105,-3.1885108050297095,137.391996383667,392.9402542114258
55.94457789979105 -3.1885108050297095 SE,55.94436576775669,-3.1882986729953537,137.391996383667,391.6902542114258
55.94436576775669 -3.1882986729953537 ENE,55.944480572786404,-3.1880215091356003,137.391996383667,390.4402542114258
55.944480572786404 -3.1880215091356003 ESE,55.94436576775669,-3.187744345275847,137.391996383667,389.1902542114258
55.94436576775669 -3.187744345275847 ESE,55.94425096272698,-3.1874671814160935,164.38527297973633,431.5715560913086
55.94425096272698 -3.1874671814160935 SE,55.94403883069263,-3.1872550493817378,164.38527297973633,430.3215560913086
55.94403883069263 -3.1872550493817378 W,55.94403883069263,-3.187555049381738,164.38527297973633,429.0715560913086
55.94403883069263 -3.187555049381738 S,55.943738830692624,-3.187555049381738,164.38527297973633,427.8215560913086
55.943738830692624 -3.187555049381738 NW,55.94395096272698,-3.1877671814160937,164.38527297973633,426.5715560913086
55.94395096272698 -3.1877671814160937 SW,55.943738830692624,-3.1879793134504495,164.38527297973633,425.3215560913086
55.943738830692624 -3.1879793134504495 WSW,55.94362402566291,-3.188256477310203,164.38527297973633,424.0715560913086
55.94362402566291 -3.188256477310203 WNW,55.943738830692624,-3.1885336411699563,164.38527297973633,422.8215560913086
55.943738830692624 -3.1885336411699563 NE,55.94395096272698,-3.1883215091356005,164.38527297973633,421.5715560913086
55.94395096272698 -3.1883215091356005 W,55.94395096272698,-3.1886215091356007,164.38527297973633,420.3215560913086
55.94395096272698 -3.1886215091356007 ENE,55.94406576775669,-3.1883443452758473,164.38527297973633,419.0715560913086
55.94406576775669 -3.1883443452758473 SE,55.943853635722334,-3.1881322132414915,164.38527297973633,417.8215560913086
55.943853635722334 -3.1881322132414915 ESE,55.943738830692624,-3.187855049381738,164.38527297973633,416.5715560913086
55.943738830692624 -3.187855049381738 NE,55.94395096272698,-3.1876429173473824,164.38527297973633,415.3215560913086
55.94395096272698 -3.1876429173473824 SSW,55.94367379886722,-3.187757722377092,164.38527297973633,414.0715560913086
