55.944425,-3.188396,ENE,55.94453980502971,-3.1881188361402466,0.0,248.75
55.94453980502971,-3.1881188361402466,NNE,55.94481696888947,-3.188004031110537,31.69407844543457,248.01774734258652
55.94481696888947,-3.188004031110537,NNW,55.945094132749226,-3.1881188361402466,154.71470069885254,303.5757345557213
55.945094132749226,-3.1881188361402466,SE,55.94488200071487,-3.187906704105891,154.71470069885254,302.3257345557213
55.94488200071487,-3.187906704105891,SSE,55.94460483685511,-3.1877918990761813,154.71470069885254,301.0757345557213
55.94460483685511,-3.1877918990761813,SE,55.94439270482076,-3.1875797670418256,197.02622032165527,328.366803586483
55.94439270482076,-3.1875797670418256,ESE,55.94427789979105,-3.187302603182072,197.02622032165527,327.116803586483
55.94427789979105,-3.187302603182072,E,55.94427789979105,-3.187002603182072,307.7745113372803,444.5099462866783
55.94427789979105,-3.187002603182072,N,55.94457789979105,-3.187002603182072,330.24805450439453,543.8103536963463
55.94457789979105,-3.187002603182072,E,55.94457789979105,-3.1867026031820718,387.8495903015137,654.6904577612877
55.94457789979105,-3.1867026031820718,SSE,55.94430073593129,-3.1865877981523623,387.8495903015137,653.4404577612877
55.94430073593129,-3.1865877981523623,SSE,55.944023572071536,-3.1864729931226528,387.8495903015137,652.1904577612877
55.944023572071536,-3.1864729931226528,SE,55.94381144003718,-3.186260861088297,471.95566177368164,662.8529753088951
55.94381144003718,-3.186260861088297,SE,55.943599308002824,-3.186048729053941,471.95566177368164,661.6029753088951
55.943599308002824,-3.186048729053941,E,55.943599308002824,-3.185748729053941,557.3751411437988,752.2829756140709
55.943599308002824,-3.185748729053941,NNE,55.94387647186258,-3.1856339240242315,604.0477180480957,762.2661938071251
55.94387647186258,-3.1856339240242315,SE,55.943664339828224,-3.1854217919898757,604.0477180480957,761.0161938071251
55.943664339828224,-3.1854217919898757,SE,55.94345220779387,-3.18520965995552,604.0477180480957,759.7661938071251
55.94345220779387,-3.18520965995552,E,55.94345220779387,-3.18490965995552,676.5123176574707,762.6453565955162
